epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,243.653,0.32403,0.23594,0.9746,0.97588,1,0.995,0.98523,0.24554,0.20104,0.85626,0.00105308,0.00105308,0.00105308
188,244.957,0.34007,0.23469,1.0059,0.974,0.99701,0.995,0.98038,0.22078,0.20706,0.83804,0.00104978,0.00104978,0.00104978
189,246.242,0.3302,0.23235,0.96787,0.97988,0.99862,0.995,0.99261,0.21558,0.20724,0.83438,0.00104648,0.00104648,0.00104648
190,247.546,0.35086,0.24559,0.99887,0.98822,1,0.995,0.98889,0.20795,0.20659,0.82435,0.00104318,0.00104318,0.00104318
191,248.841,0.33524,0.24723,0.98614,0.98898,1,0.995,0.99279,0.20728,0.19174,0.8261,0.00103987,0.00103987,0.00103987
192,250.139,0.36704,0.25511,0.99855,0.99277,1,0.995,0.9833,0.24623,0.19047,0.8437,0.00103657,0.00103657,0.00103657
193,251.426,0.36021,0.24403,1.00925,0.99476,1,0.995,0.99255,0.24485,0.18298,0.84307,0.00103327,0.00103327,0.00103327
194,252.722,0.35347,0.24312,0.97418,0.99498,1,0.995,0.99247,0.24851,0.18355,0.85486,0.00102997,0.00102997,0.00102997
195,254.019,0.35918,0.25551,0.99555,0.99431,1,0.995,0.97984,0.25081,0.18285,0.84898,0.00102667,0.00102667,0.00102667
196,255.311,0.33934,0.24183,0.98974,0.98939,1,0.995,0.99087,0.23122,0.17962,0.84365,0.00102337,0.00102337,0.00102337
197,256.596,0.34161,0.24305,1.0007,0.98888,1,0.995,0.98316,0.24635,0.18875,0.86065,0.00102007,0.00102007,0.00102007
198,257.898,0.3271,0.2282,0.98484,0.99172,1,0.995,0.98044,0.23213,0.17664,0.84023,0.00101677,0.00101677,0.00101677
199,259.75,0.35559,0.24152,0.9861,0.99511,1,0.995,0.98256,0.24007,0.17401,0.85912,0.00101347,0.00101347,0.00101347
200,261.052,0.32534,0.23899,0.96829,0.98695,1,0.995,0.97007,0.25658,0.20861,0.86364,0.00101017,0.00101017,0.00101017
201,262.343,0.36902,0.25682,1.04384,0.99316,1,0.995,0.97864,0.24112,0.20451,0.85548,0.00100687,0.00100687,0.00100687
202,263.633,0.32773,0.24508,0.97363,0.9488,1,0.99192,0.97079,0.23575,0.21294,0.86141,0.00100357,0.00100357,0.00100357
203,264.93,0.33903,0.24797,0.98117,0.98689,0.95833,0.99192,0.97904,0.23234,0.22104,0.85572,0.00100027,0.00100027,0.00100027
204,266.221,0.32376,0.23165,1.00506,0.99026,0.99885,0.995,0.98381,0.23436,0.18691,0.85681,0.000996966,0.000996966,0.000996966
205,267.51,0.32721,0.22931,0.97722,0.99534,1,0.995,0.9859,0.21786,0.17488,0.84765,0.000993665,0.000993665,0.000993665
206,268.809,0.31469,0.22814,0.95527,0.99591,1,0.995,0.98577,0.22703,0.17035,0.85238,0.000990365,0.000990365,0.000990365
207,270.1,0.30987,0.22798,0.96482,0.99475,1,0.995,0.995,0.20223,0.16152,0.82514,0.000987064,0.000987064,0.000987064
208,271.406,0.30309,0.22232,0.9686,0.99484,1,0.995,0.98859,0.22979,0.18093,0.85007,0.000983763,0.000983763,0.000983763
209,272.692,0.3037,0.22039,0.97056,0.9956,1,0.995,0.99219,0.20324,0.16537,0.83169,0.000980463,0.000980463,0.000980463
210,273.984,0.28958,0.21212,0.9304,0.99567,1,0.995,0.98436,0.23662,0.17887,0.85112,0.000977162,0.000977162,0.000977162
211,275.276,0.32808,0.23635,0.99217,0.99479,1,0.995,0.96653,0.28953,0.18881,0.89365,0.000973861,0.000973861,0.000973861
212,276.573,0.31174,0.22153,0.97652,0.99078,1,0.995,0.98907,0.21152,0.18041,0.82839,0.000970561,0.000970561,0.000970561
213,277.868,0.32317,0.22886,0.94894,0.99033,1,0.995,0.98768,0.22052,0.18068,0.83463,0.00096726,0.00096726,0.00096726
214,279.162,0.2985,0.2174,0.94645,0.99461,1,0.995,0.99258,0.1887,0.16574,0.81179,0.000963959,0.000963959,0.000963959
215,280.456,0.31453,0.22974,0.96875,0.99579,1,0.995,0.99287,0.21105,0.17154,0.82459,0.000960659,0.000960659,0.000960659
216,281.75,0.31213,0.22793,0.95795,0.99409,1,0.995,0.995,0.19703,0.16719,0.82258,0.000957358,0.000957358,0.000957358
217,283.051,0.31917,0.24156,0.96675,0.99186,1,0.995,0.99287,0.19373,0.18085,0.82375,0.000954057,0.000954057,0.000954057
218,284.345,0.31798,0.22791,0.95531,0.99182,1,0.995,0.99236,0.19983,0.17262,0.82156,0.000950757,0.000950757,0.000950757
219,285.635,0.30687,0.22822,0.98043,0.99473,1,0.995,0.98717,0.1989,0.19618,0.82515,0.000947456,0.000947456,0.000947456
220,286.925,0.32074,0.24089,0.9643,0.98964,1,0.995,0.99198,0.20746,0.2005,0.82388,0.000944155,0.000944155,0.000944155
221,288.213,0.29327,0.21957,0.93674,0.9953,1,0.995,0.99258,0.21343,0.16687,0.8252,0.000940855,0.000940855,0.000940855
222,289.512,0.31038,0.22675,0.96355,0.9955,1,0.995,0.98413,0.22906,0.16223,0.83668,0.000937554,0.000937554,0.000937554
223,290.806,0.2861,0.22163,0.94136,0.99599,1,0.995,0.98925,0.24428,0.17527,0.84234,0.000934253,0.000934253,0.000934253
224,292.102,0.30709,0.22234,0.96775,0.99304,1,0.995,0.98973,0.24332,0.17903,0.8437,0.000930953,0.000930953,0.000930953
225,293.391,0.30258,0.22508,0.9727,0.99355,1,0.995,0.98918,0.25025,0.18007,0.853,0.000927652,0.000927652,0.000927652
226,294.685,0.32296,0.23294,0.95967,0.99463,1,0.995,0.98534,0.247,0.18176,0.85038,0.000924352,0.000924352,0.000924352
227,295.982,0.31217,0.22239,0.97619,0.99411,1,0.995,0.9876,0.2236,0.16817,0.83723,0.000921051,0.000921051,0.000921051
228,297.277,0.3239,0.22631,0.96062,0.99285,1,0.995,0.97738,0.23229,0.16614,0.85566,0.00091775,0.00091775,0.00091775
229,298.564,0.29218,0.20893,0.95099,0.99476,1,0.995,0.98281,0.21745,0.15755,0.8391,0.00091445,0.00091445,0.00091445
230,299.859,0.3155,0.23357,0.96154,0.99493,1,0.995,0.98146,0.22619,0.16986,0.8328,0.000911149,0.000911149,0.000911149
231,301.158,0.31268,0.2235,0.96341,0.99558,1,0.995,0.98742,0.22239,0.16081,0.83467,0.000907848,0.000907848,0.000907848
232,302.456,0.30127,0.21991,0.94551,0.99502,1,0.995,0.97799,0.25169,0.18694,0.85329,0.000904548,0.000904548,0.000904548
233,303.748,0.27685,0.20372,0.93487,0.99395,1,0.995,0.98989,0.23028,0.17175,0.83479,0.000901247,0.000901247,0.000901247
234,305.04,0.32324,0.2262,0.99556,0.9933,1,0.995,0.995,0.22409,0.16777,0.83284,0.000897946,0.000897946,0.000897946
235,306.428,0.32349,0.23259,0.97392,0.99358,1,0.995,0.995,0.20482,0.167,0.81546,0.000894646,0.000894646,0.000894646
236,307.895,0.3018,0.22428,0.93185,0.99593,1,0.995,0.995,0.19619,0.16374,0.8148,0.000891345,0.000891345,0.000891345
237,309.252,0.32143,0.21949,0.97341,0.99562,1,0.995,0.99066,0.20205,0.16235,0.81717,0.000888044,0.000888044,0.000888044
238,310.538,0.29932,0.21187,0.94212,0.99529,1,0.995,0.98742,0.19397,0.16086,0.81103,0.000884744,0.000884744,0.000884744
239,311.828,0.30912,0.22305,0.95822,0.99572,1,0.995,0.99244,0.18066,0.14833,0.80748,0.000881443,0.000881443,0.000881443
240,313.115,0.31074,0.22275,0.97317,0.99041,1,0.995,0.98608,0.23283,0.19033,0.83526,0.000878142,0.000878142,0.000878142
241,314.406,0.30958,0.21429,0.95996,0.98744,1,0.995,0.98763,0.21069,0.18869,0.82125,0.000874842,0.000874842,0.000874842
242,315.702,0.31151,0.22664,0.95491,0.99395,1,0.995,0.99288,0.19894,0.15932,0.81531,0.000871541,0.000871541,0.000871541
243,316.992,0.27824,0.1987,0.92703,0.99289,1,0.995,0.99285,0.19971,0.15257,0.81659,0.00086824,0.00086824,0.00086824
244,318.296,0.2971,0.21571,0.96452,0.99115,1,0.995,0.9925,0.19007,0.15288,0.81331,0.00086494,0.00086494,0.00086494
245,319.581,0.30163,0.21233,0.96196,0.99023,1,0.995,0.9925,0.20296,0.17272,0.82005,0.000861639,0.000861639,0.000861639
246,320.879,0.31077,0.21825,0.96175,0.97689,1,0.995,0.99188,0.20264,0.1724,0.82038,0.000858338,0.000858338,0.000858338
247,322.174,0.29805,0.21113,0.95982,0.98274,1,0.995,0.99211,0.20155,0.18466,0.82433,0.000855038,0.000855038,0.000855038
248,323.468,0.28263,0.20238,0.93997,0.99031,1,0.995,0.99244,0.18986,0.16445,0.81434,0.000851737,0.000851737,0.000851737
249,324.756,0.31515,0.23019,0.99113,0.9939,1,0.995,0.9872,0.2082,0.15782,0.82576,0.000848436,0.000848436,0.000848436
250,326.052,0.32206,0.22116,0.97149,0.99283,1,0.995,0.99232,0.20023,0.16458,0.82087,0.000845136,0.000845136,0.000845136
251,327.345,0.29425,0.20317,0.95708,0.98557,1,0.995,0.98627,0.20768,0.16931,0.82748,0.000841835,0.000841835,0.000841835
252,328.642,0.29665,0.21959,0.96632,0.97959,0.99872,0.995,0.98797,0.22417,0.19979,0.83971,0.000838534,0.000838534,0.000838534
253,329.931,0.30259,0.22083,0.95524,0.9836,1,0.995,0.99215,0.20732,0.17844,0.82717,0.000835234,0.000835234,0.000835234
254,331.23,0.34036,0.24004,0.98491,0.99109,1,0.995,0.99285,0.21192,0.16094,0.82741,0.000831933,0.000831933,0.000831933
255,332.526,0.32954,0.23575,0.97972,0.99342,1,0.995,0.99282,0.19297,0.14998,0.81369,0.000828632,0.000828632,0.000828632
256,333.82,0.29862,0.21445,0.94941,0.99203,1,0.995,0.995,0.20889,0.15624,0.82414,0.000825332,0.000825332,0.000825332
257,335.125,0.31551,0.21095,0.96122,0.99372,1,0.995,0.99196,0.18583,0.14965,0.81288,0.000822031,0.000822031,0.000822031
258,336.422,0.30445,0.20355,0.96059,0.99404,1,0.995,0.98822,0.20406,0.14443,0.8203,0.00081873,0.00081873,0.00081873
259,337.719,0.29057,0.20773,0.93763,0.99446,1,0.995,0.98876,0.21105,0.16292,0.81963,0.00081543,0.00081543,0.00081543
260,339.014,0.30585,0.21065,0.95988,0.99554,1,0.995,0.98197,0.23574,0.16182,0.83485,0.000812129,0.000812129,0.000812129
261,340.305,0.31257,0.219,0.93494,0.99551,1,0.995,0.98427,0.21695,0.15931,0.82885,0.000808828,0.000808828,0.000808828
262,341.602,0.30291,0.20875,0.96684,0.99553,1,0.995,0.99135,0.19366,0.16315,0.81019,0.000805528,0.000805528,0.000805528
263,342.896,0.28795,0.20558,0.93854,0.995,1,0.995,0.97933,0.20076,0.15479,0.81095,0.000802227,0.000802227,0.000802227
264,344.191,0.28753,0.20368,0.94143,0.99521,1,0.995,0.9874,0.19144,0.15317,0.81461,0.000798926,0.000798926,0.000798926
265,345.48,0.28513,0.20143,0.94364,0.99381,1,0.995,0.98607,0.20363,0.16268,0.81772,0.000795626,0.000795626,0.000795626
266,346.773,0.29775,0.20925,0.95131,0.98852,1,0.995,0.98812,0.20602,0.16663,0.82109,0.000792325,0.000792325,0.000792325
267,348.066,0.29339,0.21122,0.9406,0.99046,1,0.995,0.98812,0.20424,0.15254,0.81755,0.000789024,0.000789024,0.000789024
268,349.364,0.28843,0.2078,0.94968,0.99269,1,0.995,0.98141,0.21942,0.1687,0.83286,0.000785724,0.000785724,0.000785724
269,350.652,0.26881,0.19971,0.92753,0.99212,1,0.995,0.98301,0.22047,0.15093,0.83075,0.000782423,0.000782423,0.000782423
270,351.945,0.27755,0.19356,0.93205,0.99251,1,0.995,0.98935,0.20625,0.14731,0.82211,0.000779122,0.000779122,0.000779122
271,353.242,0.30121,0.21311,0.97007,0.9904,1,0.995,0.97958,0.22249,0.16774,0.83599,0.000775822,0.000775822,0.000775822
272,354.536,0.28684,0.21313,0.94498,0.98519,0.99392,0.995,0.98633,0.19683,0.15839,0.82106,0.000772521,0.000772521,0.000772521
273,355.821,0.26684,0.19349,0.93978,0.98204,0.98974,0.995,0.987,0.19088,0.16695,0.81737,0.00076922,0.00076922,0.00076922
274,357.117,0.27353,0.20431,0.94303,0.97743,1,0.995,0.98933,0.19496,0.17995,0.81361,0.00076592,0.00076592,0.00076592
275,358.409,0.26896,0.20351,0.93887,0.97964,1,0.995,0.9922,0.21995,0.17662,0.83137,0.000762619,0.000762619,0.000762619
276,359.702,0.27913,0.20609,0.94363,0.9873,1,0.995,0.99074,0.18892,0.16088,0.81867,0.000759318,0.000759318,0.000759318
277,360.988,0.30353,0.21709,0.96664,0.99148,1,0.995,0.99065,0.20266,0.16942,0.82638,0.000756018,0.000756018,0.000756018
278,362.287,0.28917,0.20897,0.94838,0.99182,1,0.995,0.9933,0.18919,0.15807,0.81486,0.000752717,0.000752717,0.000752717
279,363.584,0.28862,0.2152,0.93919,0.99482,1,0.995,0.98819,0.19403,0.15274,0.81752,0.000749417,0.000749417,0.000749417
280,364.878,0.2808,0.20149,0.94556,0.99543,1,0.995,0.9903,0.20584,0.14193,0.82452,0.000746116,0.000746116,0.000746116
281,366.17,0.26235,0.20345,0.93369,0.99599,1,0.995,0.99265,0.20701,0.15685,0.82842,0.000742815,0.000742815,0.000742815
282,367.464,0.26544,0.19266,0.92866,0.99564,1,0.995,0.99014,0.20301,0.15348,0.82324,0.000739515,0.000739515,0.000739515
283,368.756,0.26861,0.1884,0.93136,0.99572,1,0.995,0.98651,0.19263,0.13445,0.81583,0.000736214,0.000736214,0.000736214
284,370.049,0.2682,0.19756,0.93428,0.99583,1,0.995,0.98859,0.20024,0.13545,0.82005,0.000732913,0.000732913,0.000732913
285,371.339,0.26155,0.19853,0.93056,0.99567,1,0.995,0.99282,0.19783,0.14018,0.81766,0.000729613,0.000729613,0.000729613
286,372.636,0.27015,0.1943,0.9242,0.99588,1,0.995,0.98879,0.23167,0.15075,0.84304,0.000726312,0.000726312,0.000726312
287,373.931,0.2775,0.20377,0.93799,0.99783,1,0.995,0.98582,0.22078,0.15537,0.8352,0.000723011,0.000723011,0.000723011
288,375.222,0.2487,0.18322,0.91182,0.99608,1,0.995,0.99338,0.19574,0.14197,0.82074,0.000719711,0.000719711,0.000719711
289,376.511,0.26911,0.20241,0.93863,0.99598,1,0.995,0.99065,0.19656,0.14343,0.81735,0.00071641,0.00071641,0.00071641
290,377.805,0.25991,0.19175,0.93101,0.99598,1,0.995,0.99065,0.17881,0.14493,0.80539,0.000713109,0.000713109,0.000713109
291,379.098,0.2574,0.19485,0.92982,0.99566,1,0.995,0.99012,0.19279,0.15487,0.81339,0.000709809,0.000709809,0.000709809
292,380.391,0.26358,0.19312,0.93251,0.99494,1,0.995,0.9836,0.20014,0.15682,0.81872,0.000706508,0.000706508,0.000706508
293,381.683,0.26278,0.19481,0.92418,0.99247,1,0.995,0.9933,0.18353,0.14317,0.81222,0.000703207,0.000703207,0.000703207
294,382.976,0.24313,0.19057,0.90757,0.99412,1,0.995,0.98951,0.17772,0.14056,0.80782,0.000699907,0.000699907,0.000699907
295,384.273,0.2664,0.20302,0.93038,0.99237,1,0.995,0.99014,0.19002,0.15639,0.81063,0.000696606,0.000696606,0.000696606
296,385.572,0.26339,0.19025,0.94247,0.99202,1,0.995,0.9854,0.19987,0.16487,0.82615,0.000693305,0.000693305,0.000693305
297,386.862,0.25781,0.19659,0.93504,0.98861,1,0.995,0.98837,0.20407,0.16247,0.82339,0.000690005,0.000690005,0.000690005
298,388.153,0.26087,0.18139,0.93199,0.99122,1,0.995,0.9866,0.20188,0.14837,0.82482,0.000686704,0.000686704,0.000686704
299,389.454,0.26755,0.18984,0.93709,0.99512,1,0.995,0.9874,0.21495,0.1458,0.83306,0.000683403,0.000683403,0.000683403
300,390.758,0.28958,0.21821,0.95072,0.99602,1,0.995,0.9879,0.21081,0.14579,0.82849,0.000680103,0.000680103,0.000680103
301,392.049,0.29549,0.20572,0.956,0.99449,1,0.995,0.99013,0.21185,0.15195,0.83105,0.000676802,0.000676802,0.000676802
302,393.342,0.26366,0.19676,0.94282,0.99312,1,0.995,0.98897,0.2048,0.1516,0.82235,0.000673501,0.000673501,0.000673501
303,394.65,0.26038,0.18715,0.92419,0.98878,1,0.995,0.99102,0.18546,0.14577,0.80811,0.000670201,0.000670201,0.000670201
304,395.951,0.246,0.18884,0.91792,0.99044,1,0.995,0.99347,0.18772,0.14954,0.80772,0.0006669,0.0006669,0.0006669
305,397.235,0.26019,0.19256,0.92444,0.98946,1,0.995,0.99347,0.18615,0.14664,0.80899,0.000663599,0.000663599,0.000663599
306,398.534,0.2579,0.19607,0.91246,0.99007,1,0.995,0.99013,0.19021,0.1448,0.81241,0.000660299,0.000660299,0.000660299
307,399.827,0.25993,0.19116,0.92356,0.98914,0.9999,0.995,0.9883,0.18865,0.14577,0.81564,0.000656998,0.000656998,0.000656998
